id_candidat,id_hypothèse,borne_sup,borne_inf,resultat
3,68,29.926,23.074,26.5
30,68,3.0868,0.9132,2
9,69,8.9806,5.0194,7
30,69,3.0868,0.9132,2
12,69,27.3153,20.6847,24
13,69,16.6936,11.3064,14
1,69,10.106,5.894,8
4,69,5.5212,2.4788,4
2,69,8.9806,5.0194,7
3,69,28.3614,21.6386,25
11,69,11.2216,6.7784,9
12,70,30.5088,23.4912,27
2,70,9.5817,5.4183,7.5
13,70,17.2828,11.7172,14.5
31,70,3.1065,0.8935,2
1,70,14.5683,9.4317,12
30,70,3.1065,0.8935,2
3,70,28.4223,21.5777,25
11,70,12.371,7.629,10
3,71,28.4434,21.5566,25
11,71,11.2758,6.7242,9
30,71,3.1133,0.8867,2
13,71,18.9153,13.0847,16
12,71,28.4434,21.5566,25
1,71,18.9153,13.0847,16
2,71,9.029,4.971,7
4,72,7.8545,4.1455,6
3,72,29.4252,22.5748,26
30,72,3.7192,1.2808,2.5
29,72,11.2347,6.7653,9
13,72,17.2495,11.7505,14.5
12,72,29.4252,22.5748,26
11,72,12.3426,7.6574,10
2,72,7.8545,4.1455,6
12,73,28.4434,21.5566,25
13,73,17.8395,12.1605,15
11,73,11.2758,6.7242,9
3,73,28.4434,21.5566,25
30,73,3.1133,0.8867,2
4,73,19.9871,14.0129,17
2,73,9.029,4.971,7
32,74,7.6063,4.3937,6
11,74,13.1163,8.8837,11
1,74,8.7257,5.2743,7
8,74,1.673,0.327,1
19,74,1.673,0.327,1
2,74,6.4741,3.5259,5
16,74,1.673,0.327,1
17,74,1.673,0.327,1
3,74,28.9667,23.0333,26
15,74,1.673,0.327,1
4,74,8.7257,5.2743,7
10,74,1.673,0.327,1
12,74,32.0691,25.9309,29
6,74,4.1538,1.8462,3
17,75,1.6817,0.3183,1
10,75,1.6817,0.3183,1
12,75,32.1087,25.8913,29
8,75,1.6817,0.3183,1
3,75,30.0415,23.9585,27
16,75,1.6817,0.3183,1
2,75,6.4931,3.5069,5
4,75,8.748,5.252,7
11,75,13.1436,8.8564,11
33,75,6.4931,3.5069,5
19,75,1.6817,0.3183,1
6,75,4.1687,1.8313,3
1,75,8.748,5.252,7
15,75,1.6817,0.3183,1
2,76,2.9183,1.0817,2
3,76,21.5732,16.4268,19
8,76,1.6526,0.3474,1
19,76,1.6526,0.3474,1
4,76,8.6736,5.3264,7
6,76,4.1189,1.8811,3
17,76,0,0,0
13,76,16.276,11.724,14
12,76,25.7603,20.2397,23
16,76,0,0,0
15,76,1.6526,0.3474,1
1,76,8.6736,5.3264,7
10,76,1.6526,0.3474,1
7,76,11.9678,8.0322,10
11,76,13.0523,8.9477,11
16,77,1.6605,0.3395,1
10,77,1.6605,0.3395,1
8,77,1.6605,0.3395,1
1,77,8.6938,5.3062,7
3,77,24.7501,19.2499,22
17,77,1.6605,0.3395,1
19,77,1.6605,0.3395,1
2,77,6.4469,3.5531,5
13,77,17.3705,12.6295,15
11,77,13.0772,8.9228,11
15,77,1.6605,0.3395,1
4,77,8.6938,5.3062,7
6,77,4.1325,1.8675,3
12,77,26.8353,21.1647,24
2,78,6.4558,3.5442,5
6,78,4.1394,1.8606,3
8,78,1.6646,0.3354,1
19,78,1.6646,0.3354,1
12,78,27.8923,22.1077,25
3,78,25.811,20.189,23
15,78,1.6646,0.3354,1
4,78,8.7043,5.2957,7
17,78,1.6646,0.3354,1
16,78,1.6646,0.3354,1
10,78,1.6646,0.3354,1
5,78,15.2464,10.7536,13
11,78,13.09,8.91,11
1,78,8.7043,5.2957,7
1,79,8.7594,5.2406,7
34,79,1.6861,0.3139,1
19,79,1.6861,0.3139,1
16,79,1.6861,0.3139,1
11,79,14.2409,9.7591,12
12,79,33.16,26.84,30
4,79,8.7594,5.2406,7
8,79,1.6861,0.3139,1
3,79,32.129,25.871,29
2,79,6.5029,3.4971,5
10,79,1.6861,0.3139,1
15,79,1.6861,0.3139,1
17,79,1.6861,0.3139,1
6,79,4.1763,1.8237,3
15,80,1.6687,0.3313,1
12,80,28.9481,23.0519,26
10,80,1.6687,0.3313,1
1,80,8.7149,5.2851,7
14,80,10.9235,7.0765,9
4,80,8.7149,5.2851,7
6,80,4.1465,1.8535,3
16,80,1.6687,0.3313,1
2,80,6.4648,3.5352,5
19,80,1.6687,0.3313,1
11,80,13.103,8.897,11
17,80,1.6687,0.3313,1
8,80,1.6687,0.3313,1
3,80,28.9481,23.0519,26
2,81,2.6685,1.3315,2
8,81,1.4751,0.5249,1
10,81,1.4751,0.5249,1
17,81,0,0,0
19,81,0,0,0
5,81,11.4324,8.5676,10
1,81,4.9357,3.0643,4
16,81,0,0,0
3,81,17.7505,14.2495,16
9,81,3.8145,2.1855,3
6,81,2.6685,1.3315,2
4,81,10.3664,7.6336,9
11,81,11.4324,8.5676,10
15,81,0,0,0
7,81,18.7936,15.2064,17
12,81,27.0675,22.9325,25
13,82,15.6374,12.3626,14
2,82,1.4695,0.5305,1
17,82,0,0,0
4,82,9.2802,6.7198,8
6,82,2.6606,1.3394,2
12,82,24.9859,21.0141,23
16,82,0,0,0
15,82,0,0,0
10,82,1.4695,0.5305,1
19,82,0,0,0
1,82,4.9247,3.0753,4
9,82,3.805,2.195,3
3,82,17.73,14.27,16
11,82,11.4157,8.5843,10
8,82,1.4695,0.5305,1
7,82,18.7726,15.2274,17
8,83,1.4723,0.5277,1
10,83,1.4723,0.5277,1
17,83,0,0,0
19,83,0,0,0
12,83,27.0553,22.9447,25
11,83,11.424,8.576,10
2,83,2.6645,1.3355,2
15,83,0,0,0
14,83,9.2877,6.7123,8
4,83,10.3584,7.6416,9
1,83,6.0345,3.9655,5
9,83,3.8097,2.1903,3
6,83,2.6645,1.3355,2
3,83,17.7401,14.2599,16
16,83,0,0,0
7,83,19.8236,16.1764,18
7,84,15.3211,10.6789,13
19,84,1.6867,0.3133,1
15,84,1.6867,0.3133,1
17,84,1.6867,0.3133,1
4,84,10.9751,7.0249,9
11,84,8.761,5.239,7
3,84,18.5302,13.4698,16
12,84,27.9885,22.0115,25
6,84,2.9662,1.0338,2
16,84,1.6867,0.3133,1
10,84,1.6867,0.3133,1
20,84,0,0,0
2,84,4.1773,1.8227,3
13,84,15.3211,10.6789,13
9,84,1.6867,0.3133,1
8,84,1.6867,0.3133,1
1,84,6.5042,3.4958,5
15,85,1.6989,0.3011,1
4,85,11.0101,6.9899,9
6,85,2.9833,1.0167,2
14,85,6.5308,3.4692,5
2,85,5.3764,2.6236,4
7,85,16.4372,11.5628,14
20,85,0,0,0
12,85,31.1537,24.8463,28
1,85,6.5308,3.4692,5
3,85,20.6985,15.3015,18
9,85,2.9833,1.0167,2
19,85,0,0,0
16,85,1.6989,0.3011,1
8,85,1.6989,0.3011,1
11,85,9.9055,6.0945,8
17,85,1.6989,0.3011,1
10,85,1.6989,0.3011,1
11,86,9.8943,6.1057,8
9,86,2.9775,1.0225,2
10,86,1.6947,0.3053,1
19,86,0,0,0
1,86,6.5218,3.4782,5
16,86,1.6947,0.3053,1
3,86,19.6228,14.3772,17
15,86,1.6947,0.3053,1
2,86,4.1911,1.8089,3
17,86,1.6947,0.3053,1
6,86,2.9775,1.0225,2
8,86,1.6947,0.3053,1
7,86,16.4228,11.5772,14
5,86,9.8943,6.1057,8
4,86,10.9982,7.0018,9
20,86,0,0,0
12,86,30.0999,23.9001,27
14,87,9.9055,6.0945,8
4,87,13.1977,8.8023,11
17,87,1.6989,0.3011,1
11,87,9.9055,6.0945,8
3,87,28.0414,21.9586,25
2,87,5.3764,2.6236,4
15,87,2.9833,1.0167,2
1,87,6.5308,3.4692,5
8,87,1.6989,0.3011,1
12,87,32.1872,25.8128,29
10,87,1.6989,0.3011,1
16,87,1.6989,0.3011,1
20,87,0,0,0
6,87,2.9833,1.0167,2
9,87,2.9833,1.0167,2
19,87,0,0,0
11,88,9.8832,6.1168,8
10,88,1.6907,0.3093,1
1,88,6.5129,3.4871,5
16,88,1.6907,0.3093,1
19,88,1.6907,0.3093,1
9,88,2.9718,1.0282,2
3,88,25.9213,20.0787,23
8,88,1.6907,0.3093,1
20,88,0,0,0
13,88,16.4087,11.5913,14
4,88,12.0825,7.9175,10
12,88,28.0059,21.9941,25
15,88,2.9718,1.0282,2
2,88,5.3603,2.6397,4
6,88,2.9718,1.0282,2
17,88,1.6907,0.3093,1
17,89,1.6989,0.3011,1
10,89,1.6989,0.3011,1
12,89,30.1183,23.8817,27
16,89,1.6989,0.3011,1
20,89,1.6989,0.3011,1
11,89,9.9055,6.0945,8
6,89,2.9833,1.0167,2
8,89,1.6989,0.3011,1
9,89,1.6989,0.3011,1
1,89,5.3764,2.6236,4
3,89,26.9998,21.0002,24
4,89,12.1072,7.8928,10
2,89,6.5308,3.4692,5
5,89,13.1977,8.8023,11
19,89,1.6989,0.3011,1
15,89,2.9833,1.0167,2
15,90,0,0,0
3,90,29.9823,24.0177,27
1,90,6.4641,3.5359,5
6,90,2.9405,1.0595,2
19,90,0,0,0
16,90,0,0,0
8,90,1.6684,0.3316,1
11,90,13.1019,8.8981,11
14,90,10.9224,7.0776,9
10,90,1.6684,0.3316,1
2,90,5.3164,2.6836,4
20,90,0,0,0
4,90,9.8224,6.1776,8
17,90,1.6684,0.3316,1
9,90,4.1459,1.8541,3
12,90,31.0162,24.9838,28
3,91,18.4041,13.5959,16
12,91,29.9113,24.0887,27
1,91,6.4292,3.5708,5
17,91,0,0,0
20,91,0,0,0
16,91,0,0,0
11,91,13.0518,8.9482,11
7,91,20.5193,15.4807,18
14,91,8.6732,5.3268,7
8,91,1.6525,0.3475,1
10,91,1.6525,0.3475,1
4,91,9.779,6.221,8
19,91,0,0,0
2,91,2.9181,1.0819,2
15,91,0,0,0
6,91,2.9181,1.0819,2
9,91,2.9181,1.0819,2
17,92,1.6684,0.3316,1
8,92,1.6684,0.3316,1
19,92,0,0,0
20,92,0,0,0
6,92,2.9405,1.0595,2
3,92,28.9466,23.0534,26
11,92,13.1019,8.8981,11
16,92,0,0,0
5,92,13.1019,8.8981,11
9,92,4.1459,1.8541,3
15,92,0,0,0
2,92,5.3164,2.6836,4
1,92,6.4641,3.5359,5
4,92,9.8224,6.1776,8
12,92,29.9823,24.0177,27
10,92,1.6684,0.3316,1
16,93,0,0,0
5,93,13.0518,8.9482,11
8,93,1.6525,0.3475,1
9,93,2.9181,1.0819,2
6,93,2.9181,1.0819,2
3,93,17.3415,12.6585,15
2,93,2.9181,1.0819,2
1,93,6.4292,3.5708,5
12,93,27.8395,22.1605,25
7,93,19.4633,14.5367,17
10,93,1.6525,0.3475,1
15,93,0,0,0
19,93,0,0,0
20,93,0,0,0
4,93,9.779,6.221,8
17,93,0,0,0
11,93,13.0518,8.9482,11
19,94,0,0,0
15,94,0,0,0
10,94,1.6487,0.3513,1
13,94,16.2621,11.7379,14
8,94,1.6487,0.3513,1
12,94,26.7843,21.2157,24
4,94,8.6634,5.3366,7
9,94,2.9127,1.0873,2
11,94,13.0398,8.9602,11
7,94,19.4489,14.5511,17
2,94,1.6487,0.3513,1
3,94,17.3279,12.6721,15
20,94,0,0,0
16,94,0,0,0
17,94,0,0,0
1,94,6.4209,3.5791,5
6,94,2.9127,1.0873,2
1,95,6.4551,3.5449,5
3,95,28.9285,23.0715,26
13,95,17.384,12.616,15
19,95,0,0,0
11,95,13.089,8.911,11
2,95,5.3083,2.6917,4
20,95,0,0,0
17,95,1.6643,0.3357,1
4,95,8.7035,5.2965,7
12,95,27.891,22.109,25
15,95,0,0,0
16,95,0,0,0
6,95,2.9347,1.0653,2
10,95,1.6643,0.3357,1
8,95,1.6643,0.3357,1
9,95,2.9347,1.0653,2
9,96,3.314,0.686,2
1,96,11.686,6.314,9
6,96,2.6408,0.3592,1.5
11,96,10.5463,5.4537,8
2,96,3.314,0.686,2
7,96,10.5463,5.4537,8
30,96,2.6408,0.3592,1.5
3,96,22.682,15.318,19
13,96,18.3513,11.6487,15
12,96,28.0084,19.9916,24
4,96,12.8157,7.1843,10
12,97,29.1833,20.8167,25
30,97,2.6743,0.3257,1.5
6,97,2.6743,0.3257,1.5
1,97,11.7648,6.2352,9
2,97,5.8931,2.1069,4
3,97,26.002,17.998,22
4,97,12.8983,7.1017,10
13,97,20.629,13.371,17
9,97,3.3525,0.6475,2
11,97,10.6209,5.3791,8
1,98,11.7485,6.2515,9
3,98,27.0416,18.9584,23
6,98,2.6674,0.3326,1.5
4,98,14.005,7.995,11
30,98,2.6674,0.3326,1.5
14,98,16.2298,9.7702,13
12,98,30.2126,21.7874,26
11,98,10.6055,5.3945,8
2,98,7.0931,2.9069,5
9,98,3.3445,0.6555,2
4,99,12.8812,7.1188,10
6,99,2.6674,0.3326,1.5
11,99,10.6055,5.3945,8
9,99,3.3445,0.6555,2
2,99,6.4909,2.5091,4.5
3,99,25.9784,18.0216,22
5,99,19.5209,12.4791,16
12,99,29.686,21.314,25.5
1,99,11.7485,6.2515,9
30,99,2.6674,0.3326,1.5
4,100,12.8157,7.1843,10
2,100,5.8392,2.1608,4
7,100,11.1175,5.8825,8.5
12,100,28.0084,19.9916,24
30,100,2.6408,0.3592,1.5
9,100,3.314,0.686,2
3,100,23.7542,16.2458,20
6,100,2.6408,0.3592,1.5
14,100,13.9367,8.0633,11
11,100,11.1175,5.8825,8.5
1,100,11.686,6.314,9
6,101,2.6408,0.3592,1.5
9,101,3.314,0.686,2
11,101,11.1175,5.8825,8.5
4,101,12.8157,7.1843,10
3,101,22.682,15.318,19
30,101,2.6408,0.3592,1.5
7,101,10.5463,5.4537,8
5,101,17.2567,10.7433,14
12,101,28.0084,19.9916,24
2,101,3.9653,1.0347,2.5
1,101,11.686,6.314,9
8,102,1.7914,0.2086,1
12,102,34.6786,27.3214,31
24,102,14.5847,9.4153,12
4,102,10.7182,6.2818,8.5
26,102,3.7418,1.2582,2.5
10,102,3.7418,1.2582,2.5
2,102,7.3133,3.6867,5.5
3,102,27.9208,21.0792,24.5
11,102,14.0374,8.9626,11.5
16,102,1.7914,0.2086,1
12,103,34.7059,27.2941,31
16,103,1.7973,0.2027,1
11,103,15.15,9.85,12.5
8,103,1.7973,0.2027,1
3,103,30.0364,22.9636,26.5
2,103,7.3268,3.6732,5.5
10,103,2.474,0.526,1.5
24,103,14.6039,9.3961,12
4,103,11.2932,6.7068,9
11,104,15.1305,9.8695,12.5
3,104,30.0103,22.9897,26.5
4,104,12.3861,7.6139,10
16,104,1.7914,0.2086,1
10,104,3.1135,0.8865,2
12,104,34.6786,27.3214,31
24,104,13.4887,8.5113,11
2,104,6.7335,3.2665,5
8,104,1.7914,0.2086,1
4,105,10.7515,6.2485,8.5
10,105,2.4813,0.5187,1.5
16,105,1.8033,0.1967,1
12,105,33.6997,26.3003,30
13,105,13.5261,8.4739,11
11,105,15.17,9.83,12.5
3,105,31.1049,23.8951,27.5
2,105,6.7596,3.2404,5
26,105,3.7605,1.2395,2.5
8,105,1.0694,-0.0694,0.5
13,106,18.3931,13.6069,16
12,106,26.7879,21.2121,24
17,106,1.6495,0.3505,1
16,106,1.6495,0.3505,1
19,106,1.6495,0.3505,1
9,106,6.4227,3.5773,5
4,106,9.7709,6.2291,8
11,106,13.0425,8.9575,11
6,106,2.9139,1.0861,2
15,106,1.6495,0.3505,1
2,106,5.2792,2.7208,4
8,106,1.6495,0.3505,1
3,106,26.7879,21.2121,24
10,106,1.6495,0.3505,1
5,107,9.739,6.261,8
12,107,23.6109,18.3891,21
15,107,1.6378,0.3622,1
10,107,1.6378,0.3622,1
1,107,8.6355,5.3645,7
6,107,2.8974,1.1026,2
3,107,25.6976,20.3024,23
8,107,1.6378,0.3622,1
13,107,13.0057,8.9943,11
16,107,1.6378,0.3622,1
11,107,13.0057,8.9943,11
2,107,5.2561,2.7439,4
17,107,2.8974,1.1026,2
4,107,7.5223,4.4777,6
19,107,1.6378,0.3622,1
10,108,1.6378,0.3622,1
17,108,1.6378,0.3622,1
13,108,18.35,13.65,16
12,108,26.7377,21.2623,24
8,108,1.6378,0.3622,1
6,108,2.8974,1.1026,2
4,108,7.5223,4.4777,6
2,108,5.2561,2.7439,4
15,108,1.6378,0.3622,1
11,108,13.0057,8.9943,11
19,108,1.6378,0.3622,1
3,108,26.7377,21.2623,24
1,108,8.6355,5.3645,7
16,108,1.6378,0.3622,1
11,109,13.03,8.97,11
1,109,8.6554,5.3446,7
8,109,1.6455,0.3545,1
19,109,1.6455,0.3545,1
6,109,2.9083,1.0917,2
17,109,1.6455,0.3545,1
2,109,5.2714,2.7286,4
10,109,1.6455,0.3545,1
15,109,1.6455,0.3545,1
5,109,15.1819,10.8181,13
12,109,27.8093,22.1907,25
3,109,28.8458,23.1542,26
4,109,7.5408,4.4592,6
16,109,1.6455,0.3545,1
13,110,17.2645,12.7355,15
11,110,10.8149,7.1851,9
15,110,2.2709,0.7291,1.5
1,110,8.6181,5.3819,7
2,110,4.0819,1.9181,3
10,110,2.2709,0.7291,1.5
3,110,24.6271,19.3729,22
6,110,2.8879,1.1121,2
7,110,8.6181,5.3819,7
12,110,26.7085,21.2915,24
30,110,9.1704,5.8296,7.5
8,110,0.9473,0.0527,0.5
20,110,0,0,0
10,111,2.9213,1.0787,2
30,111,9.7853,6.2147,8
15,111,2.9213,1.0787,2
1,111,10.8833,7.1167,9
12,111,31.986,26.014,29
11,111,10.8833,7.1167,9
6,111,3.5274,1.4726,2.5
8,111,0.9642,0.0358,0.5
3,111,29.9215,24.0785,27
20,111,0.9642,0.0358,0.5
33,111,6.4342,3.5658,5
2,111,7.0003,3.9997,5.5
20,112,0.947,0.053,0.5
8,112,0.947,0.053,0.5
6,112,2.8873,1.1127,2
13,112,19.3806,14.6194,17
2,112,5.2419,2.7581,4
30,112,9.7193,6.2807,8
11,112,11.3583,7.6417,9.5
10,112,2.2703,0.7297,1.5
1,112,8.617,5.383,7
3,112,26.7066,21.2934,24
15,112,2.8873,1.1127,2
12,112,26.7066,21.2934,24
3,113,28.8337,23.1663,26
20,113,0,0,0
10,113,2.2853,0.7147,1.5
11,113,11.9381,8.0619,10
15,113,3.5086,1.4914,2.5
6,113,3.5086,1.4914,2.5
30,113,9.7526,6.2474,8
12,113,31.9314,26.0686,29
32,113,8.6483,5.3517,7
8,113,0.9557,0.0443,0.5
2,113,5.266,2.734,4
1,113,10.8488,7.1512,9
10,114,1.635,0.365,1
15,114,2.2758,0.7242,1.5
2,114,4.6729,2.3271,3.5
11,114,10.8265,7.1735,9
3,114,23.5995,18.4005,21
1,114,10.2799,6.7201,8.5
7,114,7.5157,4.4843,6
5,114,14.074,9.926,12
8,114,0.9502,0.0498,0.5
30,114,9.7314,6.2686,8
20,114,0.9502,0.0498,0.5
6,114,3.4964,1.5036,2.5
12,114,28.7994,23.2006,26
15,115,2.2808,0.7192,1.5
1,115,9.7426,6.2574,8
2,115,5.2587,2.7413,4
11,115,10.8382,7.1618,9
8,115,0.9531,0.0469,0.5
30,115,9.7426,6.2574,8
5,115,16.2288,11.7712,14
10,115,2.2808,0.7192,1.5
12,115,28.8174,23.1826,26
6,115,3.5028,1.4972,2.5
20,115,0,0,0
3,115,27.7813,22.2187,25
10,116,2.2876,0.7124,1.5
20,116,0,0,0
2,116,4.1053,1.8947,3
1,116,9.7577,6.2423,8
8,116,1.6447,0.3553,1
3,116,28.842,23.158,26
14,116,13.0273,8.9727,11
15,116,2.9071,1.0929,2
6,116,3.5116,1.4884,2.5
12,116,30.9091,25.0909,28
11,116,10.8542,7.1458,9
30,116,9.7577,6.2423,8
15,117,2.8854,1.1146,2
17,117,2.2687,0.7313,1.5
13,117,18.3185,13.6815,16
12,117,25.6615,20.3385,23
6,117,2.8854,1.1146,2
8,117,0.9461,0.0539,0.5
9,117,4.0788,1.9212,3
10,117,2.2687,0.7313,1.5
2,117,4.0788,1.9212,3
11,117,9.7157,6.2843,8
20,117,0,0,0
1,117,10.2637,6.7363,8.5
30,117,9.7157,6.2843,8
3,117,25.6615,20.3385,23
10,118,1.5494,0.4506,1
6,118,2.773,1.227,2
1,118,8.4088,5.5912,7
15,118,1.5494,0.4506,1
11,118,11.6565,8.3435,10
3,118,26.3582,21.6418,24
19,118,1.5494,0.4506,1
12,118,26.3582,21.6418,24
16,118,1.5494,0.4506,1
20,118,0,0,0
2,118,5.082,2.918,4
4,118,8.4088,5.5912,7
8,118,1.5494,0.4506,1
13,118,19.0741,14.9259,17
1,119,8.4088,5.5912,7
19,119,1.5494,0.4506,1
2,119,2.773,1.227,2
20,119,0,0,0
13,119,18.0243,13.9757,16
12,119,26.3582,21.6418,24
6,119,2.773,1.227,2
7,119,6.2034,3.7966,5
11,119,11.6565,8.3435,10
10,119,1.5494,0.4506,1
8,119,1.5494,0.4506,1
4,119,8.4088,5.5912,7
15,119,1.5494,0.4506,1
16,119,1.5494,0.4506,1
3,119,24.2873,19.7127,22
12,120,28.422,23.578,26
1,120,8.4088,5.5912,7
3,120,28.422,23.578,26
6,120,2.773,1.227,2
5,120,13.7943,10.2057,12
15,120,1.5494,0.4506,1
16,120,1.5494,0.4506,1
2,120,5.082,2.918,4
8,120,1.5494,0.4506,1
19,120,1.5494,0.4506,1
4,120,9.498,6.502,8
11,120,11.6565,8.3435,10
10,120,1.5494,0.4506,1
20,120,0,0,0
9,121,6.5789,3.4211,5
10,121,1.7208,0.2792,1
8,121,1.7208,0.2792,1
3,121,30.2162,23.7838,27
16,121,0,0,0
5,121,16.5137,11.4863,14
35,121,1.7208,0.2792,1
4,121,11.0732,6.9268,9
11,121,13.2667,8.7333,11
12,121,27.0939,20.9061,24
2,121,8.8484,5.1516,7
9,122,6.5789,3.4211,5
2,122,8.8484,5.1516,7
13,122,18.6558,13.3442,16
3,122,29.1776,22.8224,26
11,122,12.1733,7.8267,10
35,122,1.7208,0.2792,1
12,122,26.0487,19.9513,23
4,122,12.1733,7.8267,10
16,122,0,0,0
10,122,1.7208,0.2792,1
8,122,1.7208,0.2792,1
35,123,1.716,0.284,1
1,123,8.8362,5.1638,7
3,123,29.1567,22.8433,26
5,123,16.4971,11.5029,14
12,123,27.0735,20.9265,24
2,123,8.8362,5.1638,7
11,123,13.2517,8.7483,11
8,123,1.716,0.284,1
16,123,0,0,0
10,123,1.716,0.284,1
4,123,9.9524,6.0476,8
3,124,29.1776,22.8224,26
1,124,8.8484,5.1516,7
16,124,0,0,0
2,124,8.8484,5.1516,7
10,124,1.7208,0.2792,1
4,124,7.7204,4.2796,6
35,124,1.7208,0.2792,1
13,124,18.6558,13.3442,16
11,124,13.2667,8.7333,11
12,124,27.0939,20.9061,24
8,124,1.7208,0.2792,1
15,125,2.2563,0.7437,1.5
12,125,28.7293,23.2707,26
8,125,0.9389,0.0611,0.5
3,125,31.8234,26.1766,29
2,125,6.3561,3.6439,5
1,125,7.4777,4.5223,6
20,125,0.9389,0.0611,0.5
19,125,0.9389,0.0611,0.5
5,125,11.8667,8.1333,10
10,125,1.6191,0.3809,1
6,125,2.8711,1.1289,2
4,125,7.4777,4.5223,6
11,125,14.022,9.978,12
2,126,7.4974,4.5026,6
3,126,31.861,26.139,29
6,126,2.8827,1.1173,2
20,126,0.9447,0.0553,0.5
19,126,1.6273,0.3727,1
1,126,7.4974,4.5026,6
4,126,6.3741,3.6259,5
12,126,29.7992,24.2008,27
15,126,2.8827,1.1173,2
11,126,14.0489,9.9511,12
14,126,9.7105,6.2895,8
10,126,1.6273,0.3727,1
8,126,0.9447,0.0553,0.5
19,127,2.2757,0.7243,1.5
3,127,31.8959,26.1041,29
6,127,2.8935,1.1065,2
2,127,7.5156,4.4844,6
10,127,1.635,0.365,1
28,127,7.5156,4.4844,6
1,127,7.5156,4.4844,6
4,127,7.5156,4.4844,6
15,127,2.8935,1.1065,2
11,127,12.9969,9.0031,11
20,127,1.635,0.365,1
12,127,30.8655,25.1345,28
8,127,0.9501,0.0499,0.5
3,128,29.7913,24.2087,27
8,128,0.9435,0.0565,0.5
4,128,7.4931,4.5069,6
10,128,1.6256,0.3744,1
1,128,7.4931,4.5069,6
6,128,2.2642,0.7358,1.5
13,128,17.245,12.755,15
11,128,12.9672,9.0328,11
19,128,0,0,0
20,128,0.9435,0.0565,0.5
15,128,2.2642,0.7358,1.5
12,128,27.7225,22.2775,25
2,128,6.3703,3.6297,5
11,129,14.065,9.935,12
15,129,1.6323,0.3677,1
6,129,2.8896,1.1104,2
1,129,8.6213,5.3787,7
19,129,0.9482,0.0518,0.5
8,129,0.9482,0.0518,0.5
10,129,0.9482,0.0518,0.5
22,129,9.7239,6.2761,8
3,129,32.912,27.088,30
20,129,0.9482,0.0518,0.5
12,129,29.8211,24.1789,27
2,129,6.3849,3.6151,5
4,129,7.5091,4.4909,6
17,130,1.4701,0.5299,1
4,130,10.3522,7.6478,9
16,130,0,0,0
1,130,4.9259,3.0741,4
19,130,0,0,0
7,130,20.8535,17.1465,19
8,130,1.4701,0.5299,1
12,130,26.0179,21.9821,24
3,130,16.6871,13.3129,15
14,130,11.4174,8.5826,10
11,130,11.4174,8.5826,10
10,130,1.4701,0.5299,1
2,130,2.6615,1.3385,2
9,130,2.6615,1.3385,2
6,130,2.6615,1.3385,2
15,130,0,0,0
4,131,10.3522,7.6478,9
6,131,2.6615,1.3385,2
8,131,1.4701,0.5299,1
15,131,0,0,0
17,131,1.4701,0.5299,1
1,131,4.9259,3.0741,4
9,131,2.6615,1.3385,2
3,131,17.7321,14.2679,16
7,131,19.8152,16.1848,18
11,131,11.4174,8.5826,10
10,131,1.4701,0.5299,1
19,131,0,0,0
5,131,11.4174,8.5826,10
2,131,2.6615,1.3385,2
16,131,0,0,0
12,131,26.0179,21.9821,24
7,132,19.8152,16.1848,18
6,132,2.6615,1.3385,2
16,132,0,0,0
12,132,24.9883,21.0117,23
11,132,11.4174,8.5826,10
8,132,1.4701,0.5299,1
3,132,16.6871,13.3129,15
9,132,2.6615,1.3385,2
2,132,1.4701,0.5299,1
19,132,0,0,0
13,132,15.6394,12.3606,14
17,132,1.4701,0.5299,1
10,132,1.4701,0.5299,1
4,132,9.2818,6.7182,8
1,132,4.9259,3.0741,4
15,132,0,0,0
6,133,2.8944,1.1056,2
1,133,7.5171,4.4829,6
10,133,1.6356,0.3644,1
33,133,5.2518,2.7482,4
11,133,10.8282,7.1718,9
17,133,1.6356,0.3644,1
12,133,31.8988,26.1012,29
16,133,1.6356,0.3644,1
8,133,1.6356,0.3644,1
3,133,20.4543,15.5457,18
9,133,2.8944,1.1056,2
4,133,9.7331,6.2669,8
2,133,2.8944,1.1056,2
20,133,0,0,0
7,133,17.2811,12.7189,15
15,133,1.6356,0.3644,1
16,134,0.9455,0.0545,0.5
1,134,6.3766,3.6234,5
4,134,8.6115,5.3885,7
10,134,2.8843,1.1157,2
15,134,1.6284,0.3716,1
3,134,19.3725,14.6275,17
9,134,2.8843,1.1157,2
11,134,9.7135,6.2865,8
12,134,27.7349,22.2651,25
17,134,0.9455,0.0545,0.5
7,134,16.1916,11.8084,14
20,134,0,0,0
6,134,2.8843,1.1157,2
2,134,2.8843,1.1157,2
8,134,1.6284,0.3716,1
13,134,15.1241,10.8759,13
8,135,1.632,0.368,1
10,135,2.8893,1.1107,2
7,135,16.204,11.796,14
16,135,0,0,0
11,135,9.7232,6.2768,8
6,135,2.8893,1.1107,2
5,135,12.9874,9.0126,11
15,135,0.948,0.052,0.5
2,135,2.8893,1.1107,2
1,135,6.3844,3.6156,5
20,135,0,0,0
12,135,29.82,24.18,27
9,135,2.8893,1.1107,2
4,135,8.6207,5.3793,7
3,135,20.4403,15.5597,18
17,135,0.948,0.052,0.5
20,136,0,0,0
11,136,9.7135,6.2865,8
12,136,30.8359,25.1641,28
17,136,0.9455,0.0545,0.5
1,136,6.3766,3.6234,5
7,136,15.1241,10.8759,13
10,136,2.8843,1.1157,2
